V 2.2.2.30 	PWR-R2-30		OFF	a3	a3
V 2.2.2.31 	PWR-R2-31		OFF	a3	a3
V 2.2.2.32 	PWR-R2-32		OFF	a3	a3
V 2.2.2.33 	PWR-R2-33		OFF	a3	a3
V 2.2.2.34 	PWR-R2-34		OFF	a3	a3
V 2.2.2.35 	PWR-R2-35		OFF	a3	a3
V 2.2.2.36 	PWR-R2-36		OFF	a3	a3
V 2.2.2.37 	PWR-R2-37		OFF	a3	a3
V 2.2.2.38 	PWR-R2-38		OFF	a3	a3
V 2.2.2.39 	PWR-R2-39		OFF	a3	a3
V 2.2.2.40 	PWR-R2-40		OFF	a3	a3
V 2.2.2.41 	PWR-R2-41		OFF	a3	a3
V 2.2.2.42 	PWR-R2-42		OFF	a3	a3
V 2.2.2.43 	PWR-R2-43		OFF	a3	a3
V 2.2.2.44 	PWR-R2-44		OFF	a3	a3
V 2.2.2.45 	PWR-R2-45		OFF	a3	a3
V 2.2.2.46 	PWR-R2-46		OFF	a3	a3
V 2.2.2.47 	PWR-R2-47		OFF	a3	a3
V 2.2.2.48 	PWR-R2-48		OFF	a3	a3
V 2.2.2.49 	PWR-R2-49		OFF	a3	a3
V 2.2.2.50 	PWR-R2-50		OFF	a3	a3
V 2.2.3 	CURRENT-R2 		UNK	a10	a10
B 2.3 		PWR-RACK-3 		NUL	NUL	NUL
V 2.3.1 	PORTS-AVAILABLE-R3	0	a2	a2
B 2.3.2 	PORT-STATUS-R3	 	NUL	NUL	NUL
V 2.3.2.1 	PWR-R3-1		OFF	a3	a3
V 2.3.2.2 	PWR-R3-2		OFF	a3	a3
V 2.3.2.3 	PWR-R3-3		OFF	a3	a3
V 2.3.2.4 	PWR-R3-4		OFF	a3	a3
V 2.3.2.5 	PWR-R3-5		OFF	a3	a3
V 2.3.2.6 	PWR-R3-6		OFF	a3	a3
V 2.3.2.7 	PWR-R3-7		OFF	a3	a3
V 2.3.2.8 	PWR-R3-8		OFF	a3	a3
V 2.3.2.9 	PWR-R3-9		OFF	a3	a3
V 2.3.2.10 	PWR-R3-10		OFF	a3	a3
V 2.3.2.11 	PWR-R3-11		OFF	a3	a3
V 2.3.2.12 	PWR-R3-12		OFF	a3	a3
V 2.3.2.13 	PWR-R3-13		OFF	a3	a3
V 2.3.2.14 	PWR-R3-14		OFF	a3	a3
V 2.3.2.15 	PWR-R3-15		OFF	a3	a3
V 2.3.2.16 	PWR-R3-16		OFF	a3	a3
V 2.3.2.17 	PWR-R3-17		OFF	a3	a3
V 2.3.2.18 	PWR-R3-18		OFF	a3	a3
V 2.3.2.19 	PWR-R3-19		OFF	a3	a3
V 2.3.2.20 	PWR-R3-20		OFF	a3	a3
V 2.3.2.21 	PWR-R3-21		OFF	a3	a3
V 2.3.2.22 	PWR-R3-22		OFF	a3	a3
V 2.3.2.23 	PWR-R3-23		OFF	a3	a3
V 2.3.2.24 	PWR-R3-24		OFF	a3	a3
V 2.3.2.25 	PWR-R3-25		OFF	a3	a3
V 2.3.2.26 	PWR-R3-26		OFF	a3	a3
V 2.3.2.27 	PWR-R3-27		OFF	a3	a3
V 2.3.2.28 	PWR-R3-28		OFF	a3	a3
V 2.3.2.29 	PWR-R3-29		OFF	a3	a3
V 2.3.2.30 	PWR-R3-30		OFF	a3	a3
V 2.3.2.31 	PWR-R3-31		OFF	a3	a3
V 2.3.2.32 	PWR-R3-32		OFF	a3	a3
V 2.3.2.33 	PWR-R3-33		OFF	a3	a3
V 2.3.2.34 	PWR-R3-34		OFF	a3	a3
V 2.3.2.35 	PWR-R3-35		OFF	a3	a3
V 2.3.2.36 	PWR-R3-36		OFF	a3	a3
V 2.3.2.37 	PWR-R3-37		OFF	a3	a3
V 2.3.2.38 	PWR-R3-38		OFF	a3	a3
V 2.3.2.39 	PWR-R3-39		OFF	a3	a3
V 2.3.2.40 	PWR-R3-40		OFF	a3	a3
V 2.3.2.41 	PWR-R3-41		OFF	a3	a3
V 2.3.2.42 	PWR-R3-42		OFF	a3	a3
V 2.3.2.43 	PWR-R3-43		OFF	a3	a3
V 2.3.2.44 	PWR-R3-44		OFF	a3	a3
V 2.3.2.45 	PWR-R3-45		OFF	a3	a3
V 2.3.2.46 	PWR-R3-46		OFF	a3	a3
V 2.3.2.47 	PWR-R3-47		OFF	a3	a3
V 2.3.2.48 	PWR-R3-48		OFF	a3	a3
V 2.3.2.49 	PWR-R3-49		OFF	a3	a3
V 2.3.2.50 	PWR-R3-50		OFF	a3	a3
V 2.3.3 	CURRENT-R3	 	UNK	a10	a10
B 2.4 		PWR-RACK-4 		NUL	NUL	NUL
V 2.4.1 	PORTS-AVAILABLE-R4	0	a2	a2
B 2.4.2 	PORT-STATUS-R4	 	NUL	NUL	NUL
V 2.4.2.1 	PWR-R4-1		OFF	a3	a3
